Date,City,GreenCoverage_NDVI,HousingDensity_p_km2,FloodProb_longterm,DroughtIndex_anom,PM25_ug_m3,SurfaceTemp_LST_C
2024-11-24,Sibu,0.64,1200,7,-0.108,14,29.8
2024-11-25,Sibu,0.642,1200,7,0.065,13.7,30.3
2024-11-26,Sibu,0.66,1200,7,0.309,11.5,29.6
2024-11-27,Sibu,0.667,1200,7,0.087,8.7,29.6
2024-11-28,Sibu,0.656,1200,7,-0.005,8.6,29.7
2024-11-29,Sibu,0.676,1200,7,0,10.8,30.1
2024-11-30,Sibu,0.686,1200,7,0.049,10.6,30.5
2024-12-01,Sibu,0.689,1200,7,-0.074,13.6,30
2024-12-02,Sibu,0.683,1200,7,0.006,10.3,30.1
2024-12-03,Sibu,0.671,1200,7,-0.062,10.4,30.4
2024-12-04,Sibu,0.667,1200,7,-0.052,8,31.2
2024-12-05,Sibu,0.678,1200,7,0.04,9.2,31.5
2024-12-06,Sibu,0.696,1200,7,0.036,11.3,31.7
2024-12-07,Sibu,0.708,1200,7,-0.035,10.4,31.5
2024-12-08,Sibu,0.697,1200,7,-0.048,5.4,32.1
2024-12-09,Sibu,0.682,1200,7,-0.056,6.7,32
2024-12-10,Sibu,0.682,1200,7,-0.106,8.3,31.2
2024-12-11,Sibu,0.664,1200,7,-0.134,9.6,31.8
2024-12-12,Sibu,0.669,1200,7,0.121,12.3,32
2024-12-13,Sibu,0.668,1200,7,0.181,10.1,31.4
2024-12-14,Sibu,0.665,1200,7,0.102,11.7,30.8
2024-12-15,Sibu,0.651,1200,7,0.183,14.1,30.9
2024-12-16,Sibu,0.66,1200,7,0.096,10.2,31
2024-12-17,Sibu,0.658,1200,7,0.247,11.1,30.9
2024-12-18,Sibu,0.649,1200,7,0.254,10.3,30.9
2024-12-19,Sibu,0.625,1200,7,0.187,10.4,31.7
2024-12-20,Sibu,0.633,1200,7,0.213,11.3,32
2024-12-21,Sibu,0.658,1200,7,-0.069,10.5,31.8
2024-12-22,Sibu,0.679,1200,7,-0.244,9.4,32
2024-12-23,Sibu,0.675,1200,7,-0.403,10,31
2024-12-24,Sibu,0.67,1200,7,-0.338,8.2,31
2024-12-25,Sibu,0.677,1200,7,-0.046,6.7,31.9
2024-12-26,Sibu,0.669,1200,7,0.276,8.9,31.4
2024-12-27,Sibu,0.674,1200,7,0.31,7.2,30.6
2024-12-28,Sibu,0.684,1200,7,0.317,9.4,30
2024-12-29,Sibu,0.697,1200,7,-0.023,10.9,29.2
2024-12-30,Sibu,0.695,1200,7,-0.125,7.8,28.8
2024-12-31,Sibu,0.692,1200,7,-0.248,7.2,28.6
2025-01-01,Sibu,0.682,1200,7,-0.323,10.4,27.9
2025-01-02,Sibu,0.675,1200,7,-0.325,8.9,28.1
2025-01-03,Sibu,0.675,1200,7,-0.373,8.6,28.8
2025-01-04,Sibu,0.681,1200,7,-0.641,10.3,28.3
2025-01-05,Sibu,0.692,1200,7,-0.461,12.3,29.4
2025-01-06,Sibu,0.684,1200,7,-0.582,12,29.6
2025-01-07,Sibu,0.701,1200,7,-0.489,11.1,30.2
2025-01-08,Sibu,0.697,1200,7,-0.135,14.3,29.6
2025-01-09,Sibu,0.696,1200,7,-0.284,17.8,30
2025-01-10,Sibu,0.689,1200,7,-0.654,19.2,29.2
2025-01-11,Sibu,0.666,1200,7,-0.632,18.6,29.7
2025-01-12,Sibu,0.679,1200,7,-0.407,16.3,29.7
2025-01-13,Sibu,0.689,1200,7,-0.087,14.3,29.9
2025-01-14,Sibu,0.688,1200,7,-0.294,15.4,29.1
2025-01-15,Sibu,0.69,1200,7,-0.213,16.1,28.5
2025-01-16,Sibu,0.697,1200,7,-0.288,18.7,28.9
2025-01-17,Sibu,0.681,1200,7,-0.299,19.4,28.3
2025-01-18,Sibu,0.679,1200,7,0.103,15.7,28.7
2025-01-19,Sibu,0.69,1200,7,-0.178,17.7,27.9
2025-01-20,Sibu,0.679,1200,7,-0.154,15.3,28.5
2025-01-21,Sibu,0.686,1200,7,-0.102,14.5,27.8
2025-01-22,Sibu,0.674,1200,7,0.034,15.1,28.3
2025-01-23,Sibu,0.683,1200,7,0,19.1,28.7
2025-01-24,Sibu,0.686,1200,7,0.003,24.8,28.3
2025-01-25,Sibu,0.672,1200,7,-0.101,24.6,28.7
2025-01-26,Sibu,0.689,1200,7,-0.091,22.9,28.9
2025-01-27,Sibu,0.684,1200,7,-0.174,22.9,28.5
2025-01-28,Sibu,0.679,1200,7,-0.101,23.6,27.9
2025-01-29,Sibu,0.685,1200,7,-0.189,21.8,26.8
2025-01-30,Sibu,0.699,1200,7,-0.152,24.6,27.3
2025-01-31,Sibu,0.69,1200,7,-0.182,23.8,26.6
2025-02-01,Sibu,0.693,1200,7,-0.035,23.6,26.9
2025-02-02,Sibu,0.699,1200,7,-0.087,23.9,27
2025-02-03,Sibu,0.708,1200,7,-0.39,23.6,27.6
2025-02-04,Sibu,0.709,1200,7,-0.193,24.2,27.6
2025-02-05,Sibu,0.705,1200,7,-0.351,21.9,27.5
2025-02-06,Sibu,0.697,1200,7,-0.449,20,28.1
2025-02-07,Sibu,0.7,1200,7,-0.523,17.3,28.3
2025-02-08,Sibu,0.69,1200,7,-0.291,18.2,28.5
2025-02-09,Sibu,0.664,1200,7,-0.621,19.6,28.8
2025-02-10,Sibu,0.675,1200,7,-0.111,20.1,27.8
2025-02-11,Sibu,0.689,1200,7,0.009,23,28.4
2025-02-12,Sibu,0.668,1200,7,-0.013,22.2,28.7
2025-02-13,Sibu,0.664,1200,7,-0.075,22.8,28.1
2025-02-14,Sibu,0.677,1200,7,-0.076,19.9,27.9
2025-02-15,Sibu,0.703,1200,7,-0.043,18.8,28
2025-02-16,Sibu,0.704,1200,7,0.004,20,27.9
2025-02-17,Sibu,0.698,1200,7,0.03,21.4,28.2
2025-02-18,Sibu,0.698,1200,7,-0.018,20.3,29.1
2025-02-19,Sibu,0.713,1200,7,-0.102,19.8,29.6
2025-02-20,Sibu,0.706,1200,7,-0.168,16.5,28.6
2025-02-21,Sibu,0.699,1200,7,-0.23,16.1,28.9
2025-02-22,Sibu,0.696,1200,7,-0.083,18.2,29.6
2025-02-23,Sibu,0.688,1200,7,-0.04,19.4,29.7
2025-02-24,Sibu,0.693,1200,7,-0.534,20.3,30.1
2025-02-25,Sibu,0.712,1200,7,-0.415,20.1,31
2025-02-26,Sibu,0.715,1200,7,-0.383,19.9,31.2
2025-02-27,Sibu,0.712,1200,7,-0.387,18.5,30.9
2025-02-28,Sibu,0.708,1200,7,-0.447,19.9,31.1
2025-03-01,Sibu,0.693,1200,7,-0.271,20.6,30.8
2025-03-02,Sibu,0.704,1200,7,-0.148,21.4,30.4
2025-03-03,Sibu,0.705,1200,7,-0.302,20,29.9
2025-03-04,Sibu,0.704,1200,7,-0.256,15.6,30.6
2025-03-05,Sibu,0.736,1200,7,-0.423,18.4,29.7
2025-03-06,Sibu,0.735,1200,7,-0.627,17.6,30.4
2025-03-07,Sibu,0.724,1200,7,-0.687,16.1,30.4
2025-03-08,Sibu,0.717,1200,7,-0.515,18.1,29.2
2025-03-09,Sibu,0.728,1200,7,-0.355,17.5,29.3
2025-03-10,Sibu,0.726,1200,7,-0.285,20,27.9
2025-03-11,Sibu,0.709,1200,7,-0.194,21.2,28.3
2025-03-12,Sibu,0.718,1200,7,-0.148,22.4,28.8
2025-03-13,Sibu,0.71,1200,7,-0.282,19.3,28.3
2025-03-14,Sibu,0.728,1200,7,-0.235,21.8,28.4
2025-03-15,Sibu,0.736,1200,7,-0.14,22.1,29.5
2025-03-16,Sibu,0.727,1200,7,-0.066,21.1,29
2025-03-17,Sibu,0.737,1200,7,0.063,21.3,28.3
2025-03-18,Sibu,0.733,1200,7,0.1,17.6,29.2
2025-03-19,Sibu,0.738,1200,7,0.078,18.8,30.2
2025-03-20,Sibu,0.738,1200,7,0.168,17,29.9
2025-03-21,Sibu,0.725,1200,7,0.08,14.9,30.3
2025-03-22,Sibu,0.715,1200,7,-0.124,12.7,30.8
2025-03-23,Sibu,0.724,1200,7,-0.188,16.1,29.9
2025-03-24,Sibu,0.718,1200,7,-0.33,15.6,29.4
2025-03-25,Sibu,0.712,1200,7,-0.44,19.4,30
2025-03-26,Sibu,0.701,1200,7,-0.453,18.6,30.7
2025-03-27,Sibu,0.706,1200,7,-0.562,15.5,30.7
2025-03-28,Sibu,0.726,1200,7,-0.581,14.1,29.8
2025-03-29,Sibu,0.712,1200,7,-0.835,17.6,30.8
2025-03-30,Sibu,0.711,1200,7,-0.734,17.9,30.1
2025-03-31,Sibu,0.723,1200,7,-0.68,17.3,29.6
2025-04-01,Sibu,0.719,1200,7,-0.756,18.2,29.6
2025-04-02,Sibu,0.721,1200,7,-0.599,19.7,30.4
2025-04-03,Sibu,0.707,1200,7,-0.423,22.2,30.6
2025-04-04,Sibu,0.71,1200,7,-0.655,24.9,30.5
2025-04-05,Sibu,0.707,1200,7,-0.726,23.7,30.5
2025-04-06,Sibu,0.715,1200,7,-0.786,20.7,30.2
2025-04-07,Sibu,0.725,1200,7,-0.862,20,30.2
2025-04-08,Sibu,0.747,1200,7,-0.661,20.8,28.5
2025-04-09,Sibu,0.745,1200,7,-0.643,19,28.3
2025-04-10,Sibu,0.741,1200,7,-0.637,17.5,28.4
2025-04-11,Sibu,0.736,1200,7,-0.893,18.8,27.8
2025-04-12,Sibu,0.726,1200,7,-0.714,19.1,28.1
2025-04-13,Sibu,0.725,1200,7,-0.843,19.6,28
2025-04-14,Sibu,0.717,1200,7,-0.757,18.4,29.2
2025-04-15,Sibu,0.715,1200,7,-0.65,18.5,30
2025-04-16,Sibu,0.725,1200,7,-0.396,17.1,29.5
2025-04-17,Sibu,0.71,1200,7,-0.581,19.6,29.3
2025-04-18,Sibu,0.719,1200,7,-0.993,22,29.1
2025-04-19,Sibu,0.728,1200,7,-0.863,18.3,28.8
2025-04-20,Sibu,0.721,1200,7,-0.508,17,28.9
2025-04-21,Sibu,0.695,1200,7,-0.291,14.7,28.4
2025-04-22,Sibu,0.688,1200,7,-0.26,14.5,27.8
2025-04-23,Sibu,0.701,1200,7,-0.338,15.5,28.3
2025-04-24,Sibu,0.698,1200,7,-0.208,13.6,28.7
2025-04-25,Sibu,0.687,1200,7,-0.365,13,28.2
2025-04-26,Sibu,0.681,1200,7,-0.28,12.3,28.9
2025-04-27,Sibu,0.69,1200,7,-0.202,14.2,28.5
2025-04-28,Sibu,0.695,1200,7,-0.052,15.5,28.7
2025-04-29,Sibu,0.691,1200,7,0.331,15,29.2
2025-04-30,Sibu,0.686,1200,7,0.302,16.4,29.1
2025-05-01,Sibu,0.681,1200,7,0.144,16.2,29.4
2025-05-02,Sibu,0.672,1200,7,0.082,16.5,29
2025-05-03,Sibu,0.689,1200,7,-0.231,20.7,28.9
2025-05-04,Sibu,0.685,1200,7,-0.335,23.6,28.8
2025-05-05,Sibu,0.696,1200,7,-0.38,20.7,28.3
2025-05-06,Sibu,0.708,1200,7,-0.434,22.6,28.3
2025-05-07,Sibu,0.714,1200,7,-0.378,24.1,27.5
2025-05-08,Sibu,0.704,1200,7,-0.476,21.5,27.5
2025-05-09,Sibu,0.703,1200,7,-0.266,23.2,27.5
2025-05-10,Sibu,0.699,1200,7,-0.256,26.1,27.6
2025-05-11,Sibu,0.686,1200,7,-0.247,23.2,27.7
2025-05-12,Sibu,0.687,1200,7,-0.286,21.2,27.9
2025-05-13,Sibu,0.673,1200,7,-0.247,23.3,28.4
2025-05-14,Sibu,0.685,1200,7,-0.111,23.7,29
2025-05-15,Sibu,0.678,1200,7,-0.249,24.5,28.7
2025-05-16,Sibu,0.679,1200,7,-0.334,24.8,28
2025-05-17,Sibu,0.68,1200,7,-0.352,25.1,27.6
2025-05-18,Sibu,0.675,1200,7,-0.523,22,27.6
2025-05-19,Sibu,0.68,1200,7,-0.588,24,27.6
2025-05-20,Sibu,0.673,1200,7,-0.591,26,27.4
2025-05-21,Sibu,0.681,1200,7,-0.39,24.9,27
2025-05-22,Sibu,0.665,1200,7,-0.31,24.3,27.1
2025-05-23,Sibu,0.666,1200,7,-0.251,20.8,27.5
2025-05-24,Sibu,0.685,1200,7,-0.102,22,28.2
2025-05-25,Sibu,0.671,1200,7,-0.122,23.1,28.1
2025-05-26,Sibu,0.663,1200,7,-0.059,22.7,28
2025-05-27,Sibu,0.668,1200,7,-0.078,24.8,27.7
2025-05-28,Sibu,0.668,1200,7,-0.038,23.6,28
2025-05-29,Sibu,0.67,1200,7,-0.131,24.4,27.7
2025-05-30,Sibu,0.673,1200,7,-0.487,21.9,28.4
2025-05-31,Sibu,0.677,1200,7,-0.442,21.7,27.5
2025-06-01,Sibu,0.685,1200,7,-0.17,21.3,27.6
2025-06-02,Sibu,0.684,1200,7,-0.012,21.7,28.1
2025-06-03,Sibu,0.677,1200,7,0.129,20.9,28.5
2025-06-04,Sibu,0.68,1200,7,0.29,20.6,30.3
2025-06-05,Sibu,0.695,1200,7,0.257,22.3,30.5
2025-06-06,Sibu,0.687,1200,7,0.245,21.2,29.8
2025-06-07,Sibu,0.672,1200,7,0.114,18,29.8
2025-06-08,Sibu,0.68,1200,7,0.049,21.9,28.7
2025-06-09,Sibu,0.674,1200,7,0.135,24.5,28.9
2025-06-10,Sibu,0.648,1200,7,0.297,21.3,28.5
2025-06-11,Sibu,0.657,1200,7,0.234,22.6,29.3
2025-06-12,Sibu,0.65,1200,7,0.135,21.3,29.1
2025-06-13,Sibu,0.648,1200,7,0.12,21.7,29.2
2025-06-14,Sibu,0.651,1200,7,0.198,22.1,29
2025-06-15,Sibu,0.652,1200,7,-0.041,21.3,30.2
2025-06-16,Sibu,0.657,1200,7,-0.372,19.6,30
2025-06-17,Sibu,0.651,1200,7,-0.39,18.3,31.1
2025-06-18,Sibu,0.655,1200,7,-0.504,16.7,31.5
2025-06-19,Sibu,0.65,1200,7,-0.494,15.5,31.6
2025-06-20,Sibu,0.656,1200,7,-0.43,16.1,31.7
2025-06-21,Sibu,0.659,1200,7,-0.42,15.2,31.7
2025-06-22,Sibu,0.647,1200,7,-0.125,17.2,30.4
2025-06-23,Sibu,0.656,1200,7,-0.043,20.6,30.2
2025-06-24,Sibu,0.648,1200,7,0.025,19.3,30.7
2025-06-25,Sibu,0.654,1200,7,0.132,19.8,30.7
2025-06-26,Sibu,0.655,1200,7,-0.041,20.7,29.8
2025-06-27,Sibu,0.67,1200,7,0.14,21.5,29.9
2025-06-28,Sibu,0.663,1200,7,0.128,21.3,31
2025-06-29,Sibu,0.655,1200,7,0.23,22.4,31.7
2025-06-30,Sibu,0.651,1200,7,0.057,22.9,31.5
2025-07-01,Sibu,0.645,1200,7,-0.162,19.8,32
2025-07-02,Sibu,0.651,1200,7,0.009,21.4,31.6
2025-07-03,Sibu,0.632,1200,7,0.089,22.8,30.4
2025-07-04,Sibu,0.621,1200,7,-0.034,20.7,29.9
2025-07-05,Sibu,0.611,1200,7,-0.133,20.4,31
2025-07-06,Sibu,0.623,1200,7,0.084,21.5,30.8
2025-07-07,Sibu,0.641,1200,7,-0.079,20.6,30.7
2025-07-08,Sibu,0.638,1200,7,0.209,22.4,30.5
2025-07-09,Sibu,0.634,1200,7,0.073,26.5,31.7
2025-07-10,Sibu,0.634,1200,7,0.189,23.7,32.6
2025-07-11,Sibu,0.644,1200,7,0.144,20.1,33.7
2025-07-12,Sibu,0.632,1200,7,0.245,20.4,33.2
2025-07-13,Sibu,0.633,1200,7,0.161,21.4,33
2025-07-14,Sibu,0.641,1200,7,0.147,20.4,31.8
2025-07-15,Sibu,0.643,1200,7,0.167,22.9,32.6
2025-07-16,Sibu,0.642,1200,7,0.028,19.4,31.7
2025-07-17,Sibu,0.649,1200,7,0.172,20.5,31.7
2025-07-18,Sibu,0.618,1200,7,0.107,18.8,31
2025-07-19,Sibu,0.625,1200,7,0.096,22,30.6
2025-07-20,Sibu,0.617,1200,7,-0.028,25.3,30.2
2025-07-21,Sibu,0.599,1200,7,-0.368,22.5,30
2025-07-22,Sibu,0.607,1200,7,-0.3,20.6,29.9
2025-07-23,Sibu,0.623,1200,7,0.149,21.7,29.7
2025-07-24,Sibu,0.621,1200,7,0.287,20.2,30.5
2025-07-25,Sibu,0.63,1200,7,0.284,19.6,29.9
2025-07-26,Sibu,0.644,1200,7,0.246,19.2,30.3
2025-07-27,Sibu,0.653,1200,7,0.258,14.9,31.2
2025-07-28,Sibu,0.664,1200,7,0.347,15.1,30.9
2025-07-29,Sibu,0.664,1200,7,0.164,13.9,30.5
2025-07-30,Sibu,0.657,1200,7,0.353,13.2,30.5
2025-07-31,Sibu,0.635,1200,7,0.455,16.5,31.4
2025-08-01,Sibu,0.629,1200,7,0.543,13.9,31.5
2025-08-02,Sibu,0.619,1200,7,0.576,15.8,31.2
2025-08-03,Sibu,0.64,1200,7,0.542,15.2,31.5
2025-08-04,Sibu,0.634,1200,7,0.611,14.7,30.8
2025-08-05,Sibu,0.632,1200,7,0.659,16.4,31.4
2025-08-06,Sibu,0.635,1200,7,0.558,16.9,31.6
2025-08-07,Sibu,0.632,1200,7,0.44,17.8,31.4
2025-08-08,Sibu,0.646,1200,7,0.441,19.4,30.9
2025-08-09,Sibu,0.634,1200,7,0.66,18.1,30.5
2025-08-10,Sibu,0.633,1200,7,0.428,16.4,31
2025-08-11,Sibu,0.622,1200,7,0.198,14,31.8
2025-08-12,Sibu,0.607,1200,7,0.247,12.4,31.4
2025-08-13,Sibu,0.602,1200,7,0.272,18.7,31.7
2025-08-14,Sibu,0.603,1200,7,0.312,20.5,30.5
2025-08-15,Sibu,0.6,1200,7,0.357,16.9,30.3
2025-08-16,Sibu,0.594,1200,7,0.326,13.9,30.5
2025-08-17,Sibu,0.583,1200,7,0.557,14.9,30.1
2025-08-18,Sibu,0.586,1200,7,0.29,15.9,29.8
2025-08-19,Sibu,0.575,1200,7,0.179,16.7,29.7
2025-08-20,Sibu,0.587,1200,7,0.194,15.8,30.2
2025-08-21,Sibu,0.592,1200,7,-0.024,15.2,30.3
2025-08-22,Sibu,0.58,1200,7,0.011,15.7,29.2
2025-08-23,Sibu,0.581,1200,7,0.317,15.5,28.3
2025-08-24,Sibu,0.578,1200,7,0.331,10.8,28.4
2025-08-25,Sibu,0.586,1200,7,0.375,10.7,29.2
2025-08-26,Sibu,0.603,1200,7,0.188,9.4,27.9
2025-08-27,Sibu,0.585,1200,7,0.127,10.4,28.2
2025-08-28,Sibu,0.59,1200,7,0.111,16.8,28.4
2025-08-29,Sibu,0.591,1200,7,0.106,16.9,29.8
2025-08-30,Sibu,0.601,1200,7,0.342,15.7,29.8
2025-08-31,Sibu,0.604,1200,7,0.434,17.2,30.4
2025-09-01,Sibu,0.598,1200,7,0.262,17.5,30.7
2025-09-02,Sibu,0.596,1200,7,0.32,17.6,29.6
2025-09-03,Sibu,0.59,1200,7,0.407,18.1,30.4
2025-09-04,Sibu,0.604,1200,7,0.577,21.4,30.7
2025-09-05,Sibu,0.605,1200,7,0.788,17.8,31.2
2025-09-06,Sibu,0.625,1200,7,0.578,17.9,33.6
2025-09-07,Sibu,0.622,1200,7,0.43,15.2,32.1
2025-09-08,Sibu,0.614,1200,7,0.237,15.9,33.1
2025-09-09,Sibu,0.598,1200,7,0.227,13.5,32.7
2025-09-10,Sibu,0.582,1200,7,0.323,12.4,32.8
2025-09-11,Sibu,0.571,1200,7,0.483,11.8,32.6
2025-09-12,Sibu,0.579,1200,7,0.459,13.8,32.2
2025-09-13,Sibu,0.589,1200,7,0.402,15.3,31.8
2025-09-14,Sibu,0.577,1200,7,0.425,12.3,32
2025-09-15,Sibu,0.591,1200,7,0.296,12.3,31.1
2025-09-16,Sibu,0.59,1200,7,0.624,10.8,31.6
2025-09-17,Sibu,0.595,1200,7,0.349,8.4,31.4
2025-09-18,Sibu,0.614,1200,7,0.384,8.4,30.8
2025-09-19,Sibu,0.623,1200,7,0.689,8.2,30.7
2025-09-20,Sibu,0.619,1200,7,0.646,13.6,31.6
2025-09-21,Sibu,0.609,1200,7,0.579,14.1,31.3
2025-09-22,Sibu,0.589,1200,7,0.497,10.9,31.6
2025-09-23,Sibu,0.585,1200,7,0.454,9.8,31.2
2025-09-24,Sibu,0.588,1200,7,0.649,12,31.7
2025-09-25,Sibu,0.582,1200,7,0.278,16.1,32.1
2025-09-26,Sibu,0.586,1200,7,0.524,12.1,33.2
2025-09-27,Sibu,0.592,1200,7,0.288,8.2,32.8
2025-09-28,Sibu,0.593,1200,7,0.262,12.3,33.1
2025-09-29,Sibu,0.59,1200,7,0.214,12.9,32.9
2025-09-30,Sibu,0.596,1200,7,0.326,10.8,33.5
2024-10-01,Miri,0.568,900,7,0.379,11,31.7
2024-10-02,Miri,0.576,900,7,0.328,12,31.4
2024-10-03,Miri,0.574,900,7,0.301,12.7,31.9
2024-10-04,Miri,0.573,900,7,0.215,10.7,31.5
2024-10-05,Miri,0.574,900,7,0.193,11,31.5
2024-10-06,Miri,0.577,900,7,0.43,11.6,32.8
2024-10-07,Miri,0.575,900,7,0.044,11.5,31.8
2024-10-08,Miri,0.578,900,7,0.281,7.1,30.6
2024-10-09,Miri,0.593,900,7,0.341,7.9,31.2
2024-10-10,Miri,0.601,900,7,0.159,12.7,30.9
2024-10-11,Miri,0.606,900,7,0.024,11.6,30.8
2024-10-12,Miri,0.598,900,7,0.321,10,30.4
2024-10-13,Miri,0.586,900,7,0.18,10.7,30.4
2024-10-14,Miri,0.595,900,7,0.028,11.3,31.5
2024-10-15,Miri,0.601,900,7,0.242,13.5,32
2024-10-16,Miri,0.613,900,7,0.304,10.5,32.4
2024-10-17,Miri,0.603,900,7,0.164,11.9,31.4
2024-10-18,Miri,0.598,900,7,0.217,12.8,30.7
2024-10-19,Miri,0.579,900,7,0.076,12.1,29.1
2024-10-20,Miri,0.576,900,7,0.274,12.5,29
2024-10-21,Miri,0.588,900,7,0.436,14.2,29.9
2024-10-22,Miri,0.583,900,7,0.493,15.3,30.4
2024-10-23,Miri,0.59,900,7,0.515,12.2,30.4
2024-10-24,Miri,0.588,900,7,0.744,13.5,30.5
2024-10-25,Miri,0.592,900,7,0.673,12.9,30.2
2024-10-26,Miri,0.58,900,7,0.434,12.6,30.5
2024-10-27,Miri,0.583,900,7,0.476,12.3,31
2024-10-28,Miri,0.554,900,7,0.755,11.7,30.1
2024-10-29,Miri,0.558,900,7,0.527,13.8,30.4
2024-10-30,Miri,0.547,900,7,0.431,13.1,31.1
2024-10-31,Miri,0.567,900,7,0.464,10.4,30.8
2024-11-01,Miri,0.579,900,7,0.421,9.5,31.3
2024-11-02,Miri,0.586,900,7,0.245,9.9,32.9
2024-11-03,Miri,0.603,900,7,0.41,12.4,32.6
2024-11-04,Miri,0.593,900,7,0.729,13.2,32.6
2024-11-05,Miri,0.612,900,7,0.68,11.1,31.9
2024-11-06,Miri,0.62,900,7,0.473,15.9,31.9
2024-11-07,Miri,0.615,900,7,0.199,15.5,32
2024-11-08,Miri,0.624,900,7,0.237,17.3,31.9
2024-11-09,Miri,0.61,900,7,0.395,15.9,31.2
2024-11-10,Miri,0.601,900,7,0.434,16.1,31.2
2024-11-11,Miri,0.596,900,7,0.394,16.9,32
2024-11-12,Miri,0.592,900,7,0.272,18.3,32.1
2024-11-13,Miri,0.584,900,7,0.091,19.2,32.5
2024-11-14,Miri,0.6,900,7,0.226,19.6,32.1
2024-11-15,Miri,0.599,900,7,0.351,17.5,32.3
2024-11-16,Miri,0.604,900,7,0.088,15.3,32.2
2024-11-17,Miri,0.6,900,7,0.333,15.2,31.4
2024-11-18,Miri,0.584,900,7,0.389,16.4,31.5
2024-11-19,Miri,0.591,900,7,0.559,15,30.7
2024-11-20,Miri,0.576,900,7,0.291,16.4,30.3
2024-11-21,Miri,0.581,900,7,0.059,18.4,30.5
2024-11-22,Miri,0.573,900,7,0.043,15.4,30.6
2024-11-23,Miri,0.6,900,7,0.126,13,29.9
2024-11-24,Miri,0.612,900,7,0.39,12.4,30.6
2024-11-25,Miri,0.614,900,7,0.449,12.7,30.9
2024-11-26,Miri,0.628,900,7,0.357,11.4,30.4
2024-11-27,Miri,0.619,900,7,0.16,14,29.5
2024-11-28,Miri,0.625,900,7,0.329,14.3,29.5
2024-11-29,Miri,0.627,900,7,0.143,13.9,29.3
2024-11-30,Miri,0.629,900,7,0.373,10.6,29.5
2024-12-01,Miri,0.642,900,7,0.281,8,29.4
2024-12-02,Miri,0.647,900,7,0.482,9,28.3
2024-12-03,Miri,0.647,900,7,0.516,5,28.4
2024-12-04,Miri,0.628,900,7,0.421,8,28.4
2024-12-05,Miri,0.619,900,7,0.282,8.1,29.1
2024-12-06,Miri,0.62,900,7,0.189,15.1,28.8
2024-12-07,Miri,0.623,900,7,0.225,19.1,30
2024-12-08,Miri,0.613,900,7,0.202,17.6,28.8
2024-12-09,Miri,0.64,900,7,0.08,16.4,29.8
2024-12-10,Miri,0.655,900,7,0.04,17.7,29.7
2024-12-11,Miri,0.658,900,7,0.041,20.2,30.2
2024-12-12,Miri,0.656,900,7,-0.289,15.6,30.2
2024-12-13,Miri,0.651,900,7,-0.184,11.4,30.8
2024-12-14,Miri,0.64,900,7,-0.31,10.3,30.4
2024-12-15,Miri,0.641,900,7,-0.445,11.7,29.7
2024-12-16,Miri,0.644,900,7,-0.641,12.7,30.5
2024-12-17,Miri,0.631,900,7,-0.825,14.7,30.3
2024-12-18,Miri,0.636,900,7,-0.916,11.9,30.4
2024-12-19,Miri,0.636,900,7,-0.897,7.3,31
2024-12-20,Miri,0.619,900,7,-0.483,9.8,30.2
2024-12-21,Miri,0.614,900,7,-0.504,8.5,30.4
2024-12-22,Miri,0.615,900,7,-0.417,5,29.9
2024-12-23,Miri,0.639,900,7,-0.311,6.4,29.8
2024-12-24,Miri,0.646,900,7,-0.262,8.9,29.8
2024-12-25,Miri,0.633,900,7,-0.253,9.3,28.8
2024-12-26,Miri,0.641,900,7,-0.414,8.9,28.5
2024-12-27,Miri,0.627,900,7,-0.155,9.1,29.4
2024-12-28,Miri,0.642,900,7,0.118,9,29.9
2024-12-29,Miri,0.639,900,7,-0.175,6.9,29.8
2024-12-30,Miri,0.64,900,7,-0.325,6.4,29.9
2024-12-31,Miri,0.656,900,7,-0.343,8.4,29.6
2025-01-01,Miri,0.642,900,7,-0.455,9.7,30.4
2025-01-02,Miri,0.63,900,7,-0.336,10.6,30.1
2025-01-03,Miri,0.629,900,7,-0.421,9,30.1
2025-01-04,Miri,0.643,900,7,-0.06,9.3,30.7
2025-01-05,Miri,0.631,900,7,0.099,5.6,30
2025-01-06,Miri,0.607,900,7,0.087,7.2,30.8
2025-01-07,Miri,0.61,900,7,0.198,11,29.6
2025-01-08,Miri,0.623,900,7,0.304,8.5,30.5
2025-01-09,Miri,0.641,900,7,0.142,8.1,30.1
2025-01-10,Miri,0.64,900,7,-0.035,9.7,29.8
2025-01-11,Miri,0.639,900,7,-0.051,12.8,28.5
2025-01-12,Miri,0.654,900,7,0.051,12.2,28.3
2025-01-13,Miri,0.637,900,7,0.029,11.1,27.8
2025-01-14,Miri,0.638,900,7,-0.248,7.7,27.6
2025-01-15,Miri,0.644,900,7,-0.368,8.9,27.7
2025-01-16,Miri,0.652,900,7,-0.361,13.8,28.5
2025-01-17,Miri,0.649,900,7,-0.357,14.5,28.6
2025-01-18,Miri,0.652,900,7,-0.047,14.5,28.8
2025-01-19,Miri,0.63,900,7,-0.288,15.2,28.2
2025-01-20,Miri,0.629,900,7,-0.209,15.2,27.7
2025-01-21,Miri,0.64,900,7,0.004,13.5,29
2025-01-22,Miri,0.635,900,7,0.302,15.4,28.5
2025-01-23,Miri,0.641,900,7,0.153,15.9,29.5
2025-01-24,Miri,0.65,900,7,0.16,15.9,29.3
